IFYL,IFY,correct,neural_correct
0.21067489683628082,0.31549039483070374,0.7507858276367188,0.8656694889068604
0.31637099385261536,0.4508284628391266,0.7627288103103638,0.9344592094421387
0.3480406105518341,0.49212169647216797,0.7687471508979797,0.9491549730300903
0.35668832063674927,0.5044457912445068,0.771677553653717,0.9516880512237549
0.3691580891609192,0.5257886648178101,0.7768599987030029,0.9600512981414795
0.37974727153778076,0.5391115546226501,0.7791160941123962,0.9643092155456543
0.3875405490398407,0.5472425818443298,0.7792345285415649,0.9668520092964172
0.39133238792419434,0.5539156794548035,0.7809773087501526,0.9685879945755005
0.39405637979507446,0.5579379796981812,0.7815133333206177,0.9699651598930359
0.39215755462646484,0.555019736289978,0.7819181680679321,0.9682812690734863
0.4001840353012085,0.565186083316803,0.7827095985412598,0.9718194007873535
0.4013986587524414,0.5681940913200378,0.7835080027580261,0.9728527665138245
0.40021854639053345,0.5679054260253906,0.7848105430603027,0.9727650880813599
0.40371036529541016,0.5717562437057495,0.784623920917511,0.9736984968185425
0.40301525592803955,0.5700311660766602,0.7842741012573242,0.9728846549987793
0.4092598557472229,0.5782787203788757,0.7850607633590698,0.9755690097808838
0.407217413187027,0.5775187015533447,0.7865082025527954,0.9752999544143677
0.4085419178009033,0.5784816741943359,0.7861318588256836,0.9753662943840027
0.41172143816947937,0.5827988982200623,0.7864700555801392,0.976847767829895
0.41221994161605835,0.5843228101730347,0.7872875928878784,0.9772788882255554
0.41067689657211304,0.5828307867050171,0.7873177528381348,0.9766318798065186
0.4151613414287567,0.5863694548606873,0.7867864370346069,0.9777886271476746
0.41140350699424744,0.5842688083648682,0.7877293825149536,0.9771558046340942
0.41379034519195557,0.5876013040542603,0.7880656719207764,0.9781051874160767
0.4147551655769348,0.5877517461776733,0.7879637479782104,0.9781851768493652
0.4137842059135437,0.5881421566009521,0.7885997891426086,0.9782729148864746
0.4092769920825958,0.5819675922393799,0.7883716821670532,0.9759410619735718
0.4157784879207611,0.5899335145950317,0.7886636853218079,0.9787591695785522
0.41443920135498047,0.5892347097396851,0.7888733148574829,0.9785604476928711
0.41620516777038574,0.591500997543335,0.7892965078353882,0.9790695905685425
0.4163995087146759,0.5917524099349976,0.7893378138542175,0.9792217016220093
0.4163109064102173,0.5912359952926636,0.7890441417694092,0.9790991544723511
0.4170299768447876,0.5922670364379883,0.7893557548522949,0.9793660640716553
0.4155653715133667,0.5908728837966919,0.7894495725631714,0.9787542819976807
0.41774865984916687,0.5931117534637451,0.7893142700195312,0.9795845150947571
0.41762664914131165,0.5937269330024719,0.7898225784301758,0.9797439575195312
0.41794493794441223,0.5934877395629883,0.7895534634590149,0.9796552658081055
0.4182506799697876,0.593976616859436,0.7896058559417725,0.9797829389572144
0.41822803020477295,0.5941810607910156,0.7897729873657227,0.9798609018325806
0.41834744811058044,0.5946652889251709,0.7898253798484802,0.9799619317054749
0.418753981590271,0.594933807849884,0.7898312211036682,0.9800288677215576
0.4182276725769043,0.5944650173187256,0.7899702787399292,0.9798053503036499
0.4184671938419342,0.5947948694229126,0.7899885177612305,0.979952335357666
0.4188636541366577,0.5952576994895935,0.7899994254112244,0.980068564414978
0.4191426932811737,0.59566330909729,0.7900732755661011,0.9802109003067017
0.4192426800727844,0.5956462025642395,0.7899641990661621,0.9802319407463074
0.418875128030777,0.5951899290084839,0.789976954460144,0.9800033569335938
0.4196176826953888,0.5959981083869934,0.790007472038269,0.9802978038787842
0.41955888271331787,0.5961171388626099,0.7901283502578735,0.980320930480957
0.41962751746177673,0.5962053537368774,0.7901251316070557,0.9803353548049927
0.41929900646209717,0.5958611965179443,0.7901735901832581,0.9801983833312988
0.41967642307281494,0.5963494777679443,0.7902136445045471,0.9803829193115234
0.41956356167793274,0.5961939096450806,0.790196418762207,0.9803093671798706
0.42004483938217163,0.5966871976852417,0.7902253866195679,0.9804803133010864
0.41943007707595825,0.5961853265762329,0.7902716398239136,0.9802852869033813
0.420108437538147,0.5967435836791992,0.7902094721794128,0.9805011749267578
0.4201546013355255,0.5969103574752808,0.7902600765228271,0.9805293083190918
0.41996222734451294,0.596726655960083,0.790311336517334,0.9804544448852539
0.41975855827331543,0.5964518785476685,0.790292501449585,0.9803545475006104
0.42024844884872437,0.5970378518104553,0.7903052568435669,0.9805734753608704
0.41997426748275757,0.596922755241394,0.7903666496276855,0.9805310964584351
0.42016202211380005,0.5970829725265503,0.7903760671615601,0.9805809259414673
0.4203098714351654,0.5971055030822754,0.7903329133987427,0.9805598258972168
0.42036038637161255,0.5972485542297363,0.7903728485107422,0.9806067943572998
